"Goal"," Target"," Indicator"," SeriesCode"," SeriesDescription"," GeoAreaCode"," GeoAreaName"," TimePeriod"," Value"," Time_Detail"," UpperBound"," LowerBound"," BasePeriod"," Source"," FootNote"," Units"," Nature","Country"," [Age]","[Cities]","[Disability status]","[Education level]","[Freq]","[Hazard type]","[IHR Capacity]","[Level/Status]","[Location]","[Migratory status]","[Mode of transportation]","[Name of international agreement]","[Name of international institution]","[Name of non-communicable disease]","[Policy Domains]","[Quantile]","[Reporting Type]","[Sex]","[Tariff regime (status)]","[Type of facilities]","[Type of mobile technology]","[Type of occupation]","[Type of product]","[Type of skill]","[Type of speed]"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2006","32.1","2006",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2007","31.6","2007",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2008","32.1","2008",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2009","32.5","2009",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2010","31.4","2010",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2011","34.5","2011",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;Break in series: Methodology revised","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2012","35.5","2012",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2013","35.4","2013",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2014","37.1","2014",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2015","39.6","2015",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2016","39.3","2016",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","752","Sweden","2017","38.9","2017",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2000","27.4","2000",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2001","31.2","2001",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2002","32.1","2002",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2003","30.5","2003",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2004","31.6","2004",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2005","31.9","2005",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;Break in series: Methodology revised","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2006","31.7","2006",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2007","31.0","2007",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2008","30.8","2008",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2009","31.1","2009",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2010","31.3","2010",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2011","33.5","2011",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;Break in series: Methodology revised","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2012","34.5","2012",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2013","35.5","2013",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2014","37.5","2014",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2015","39.8","2015",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2016","39.5","2016",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","752","Sweden","2017","39.5","2017",,,,"ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation;","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2000","149","2000",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2001","149","2001",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2002","149","2002",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2003","158","2003",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2004","158","2004",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2005","158","2005",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2006","158","2006",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2007","165","2007",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2008","164","2008",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2009","164","2009",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2010","162","2010",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2011","157","2011",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2012","156","2012",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2013","156","2013",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2014","157","2014",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2015","152","2015",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2016","152","2016",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2017","152","2017",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2018","152","2018",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLN","Number of seats held by women in national parliaments (number)","752","Sweden","2019","165","2019",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2000","349","2000",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2001","349","2001",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2002","349","2002",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2003","349","2003",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2004","349","2004",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2005","349","2005",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2006","349","2006",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2007","349","2007",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2008","349","2008",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2009","349","2009",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2010","349","2010",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2011","349","2011",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2012","349","2012",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2013","349","2013",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2014","349","2014",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2015","349","2015",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2016","349","2016",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2017","349","2017",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2018","349","2018",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARLNT","Number of seats in national parliaments (number)","752","Sweden","2019","349","2019",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","NUMBER","C","BOTHSEX",,,,,,,,,,,,,,,,,"G","BOTHSEX",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2000","42.6934","2000",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2001","42.6934","2001",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2002","42.6934","2002",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2003","45.2722","2003",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2004","45.2722","2004",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2005","45.2722","2005",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2006","45.2722","2006",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2007","47.2779","2007",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2008","46.9914","2008",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2009","46.9914","2009",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2010","46.4183","2010",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2011","44.9857","2011",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
"5","5.5","5.5.1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","752","Sweden","2012","44.6991","2012",,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year.","PERCENT","C","FEMALE",,,,,,,,,,,,,,,,,"G","FEMALE",,,,,,,
